テーブル名,項目名(物理名),データ型,桁,必須,PK
支払先マスタ,PayPartner_Cd,NVARCHAR2,6,○,◯
支払先マスタ,ValidFlag,NVARCHAR2,1,○,
支払先マスタ,Name,NVARCHAR2,80,○,
支払先マスタ,Sname,NVARCHAR2,40,○,
支払先マスタ,Aname,NVARCHAR2,40,○,
支払先マスタ,PostNo,NVARCHAR2,10,--,
支払先マスタ,TelNo,NVARCHAR2,20,--,
支払先マスタ,FaxNo,NVARCHAR2,20,--,
支払先マスタ,Address1,NVARCHAR2,80,--,
支払先マスタ,Address2,NVARCHAR2,80,--,
支払先マスタ,HAddress1,NVARCHAR2,40,--,
支払先マスタ,HAddress2,NVARCHAR2,40,--,
支払先マスタ,MailAddress1,NVARCHAR2,256,--,
支払先マスタ,MailAddress2,NVARCHAR2,256,--,
支払先マスタ,Operator1,NVARCHAR2,40,--,
支払先マスタ,Operator2,NVARCHAR2,40,--,
支払先マスタ,CashPaySight,NUMBER,2,--,
支払先マスタ,PayDateAdjustType,NVARCHAR2,1,○,
支払先マスタ,PayTotalType,NVARCHAR2,1,--,
支払先マスタ,TaxTotalType,NVARCHAR2,1,--,
支払先マスタ,TaxRoundType,NVARCHAR2,1,--,
支払先マスタ,PayConditionType,NVARCHAR2,1,--,
支払先マスタ,PayDetailAutoPrint,NVARCHAR2,1,--,
支払先マスタ,FeeChargeType,NVARCHAR2,1,--,
支払先マスタ,PayBankAccountType,NVARCHAR2,40,--,
支払先マスタ,BankAccountUseType,NVARCHAR2,1,--,
支払先マスタ,BankTransferType,NVARCHAR2,1,--,
支払先マスタ,Bank_Cd,NVARCHAR2,4,--,
支払先マスタ,Branch_Cd,NVARCHAR2,3,--,
支払先マスタ,BankAccountType,NVARCHAR2,1,--,
支払先マスタ,BankAccountNo,NVARCHAR2,7,--,
支払先マスタ,BankAccountName,NVARCHAR2,30,--,
支払先マスタ,PrintType,NVARCHAR2,1,--,
支払先マスタ,PDFOutputType,NVARCHAR2,1,--,
支払先マスタ,PDFTransfer_Cd,NVARCHAR2,6,--,
支払先マスタ,PDFDirectTransfer,NVARCHAR2,8,--,
支払先マスタ,PayDetailOutputType,NVARCHAR2,10,--,
支払先マスタ,PayDetailTransfer_Cd,NVARCHAR2,6,--,
支払先マスタ,PayDetailDirectTransfer,NVARCHAR2,8,--,
支払先マスタ,RsvChar1,NVARCHAR2,10,--,
支払先マスタ,RsvChar2,NVARCHAR2,10,--,
支払先マスタ,RsvChar3,NVARCHAR2,10,--,
支払先マスタ,RsvChar4,NVARCHAR2,10,--,
支払先マスタ,RsvNum1,NUMBER,10,--,
支払先マスタ,RsvNum2,NUMBER,10,--,
支払先マスタ,RsvNum3,NUMBER,10,--,
支払先マスタ,RsvNum4,NUMBER,10,--,
支払先マスタ,RsvDate1,DATE,--,--,
支払先マスタ,RsvDateTime1,TIMESTAMP,--,--,
支払先マスタ,AddOperator_Cd,NVARCHAR2,20,○,
支払先マスタ,AddDateTime,TIMESTAMP,6,○,
支払先マスタ,AddProc_Cd,NVARCHAR2,40,--,
支払先マスタ,UpdOperator_Cd,NVARCHAR2,20,○,
支払先マスタ,UpdDateTime,TIMESTAMP,6,○,
支払先マスタ,UpdProc_Cd,NVARCHAR2,40,--,
パートナー別金額マスタ,User_Cd,NVARCHAR2,5,○,◯
パートナー別金額マスタ,Class_Cd,NVARCHAR2,5,○,◯
パートナー別金額マスタ,Partner_Cd,NVARCHAR2,6,○,◯
パートナー別金額マスタ,ValidFlag,NVARCHAR2,1,○,
パートナー別金額マスタ,OrderKngk,NUMBER,11.2,○,
パートナー別金額マスタ,RsvChar1,NVARCHAR2,10,--,
パートナー別金額マスタ,RsvChar2,NVARCHAR2,10,--,
パートナー別金額マスタ,RsvChar3,NVARCHAR2,10,--,
パートナー別金額マスタ,RsvChar4,NVARCHAR2,10,--,
パートナー別金額マスタ,RsvNum1,NUMBER,10,--,
パートナー別金額マスタ,RsvNum2,NUMBER,10,--,
パートナー別金額マスタ,RsvNum3,NUMBER,10,--,
パートナー別金額マスタ,RsvNum4,NUMBER,10,--,
パートナー別金額マスタ,RsvDate1,DATE,--,--,
パートナー別金額マスタ,RsvDateTime1,TIMESTAMP,6,--,
パートナー別金額マスタ,AddOperator_Cd,NVARCHAR2,20,○,
パートナー別金額マスタ,AddDateTime,TIMESTAMP,6,○,
パートナー別金額マスタ,AddProc_Cd,NVARCHAR2,40,--,
パートナー別金額マスタ,UpdOperator_Cd,NVARCHAR2,20,○,
パートナー別金額マスタ,UpdDateTime,TIMESTAMP,6,○,
パートナー別金額マスタ,UpdProc_Cd,NVARCHAR2,40,--,
パートナー別支払サイトマスタ,User_Cd,NVARCHAR2,5,○,
パートナー別支払サイトマスタ,PayPartner_Cd,NVARCHAR2,6,○,◯
パートナー別支払サイトマスタ,DelimitDay,NVARCHAR2,2,○,◯
パートナー別支払サイトマスタ,ValidFlag,NVARCHAR2,1,○,
パートナー別支払サイトマスタ,SightType,NVARCHAR2,1,○,
パートナー別支払サイトマスタ,PayDay,NVARCHAR2,2,○,
パートナー別支払サイトマスタ,RsvChar1,NVARCHAR2,10,--,
パートナー別支払サイトマスタ,RsvChar2,NVARCHAR2,10,--,
パートナー別支払サイトマスタ,RsvChar3,NVARCHAR2,10,--,
パートナー別支払サイトマスタ,RsvChar4,NVARCHAR2,10,--,
パートナー別支払サイトマスタ,RsvNum1,NUMBER,10,--,
パートナー別支払サイトマスタ,RsvNum2,NUMBER,10,--,
パートナー別支払サイトマスタ,RsvNum3,NUMBER,10,--,
パートナー別支払サイトマスタ,RsvNum4,NUMBER,10,--,
パートナー別支払サイトマスタ,RsvDate1,DATE,--,--,
パートナー別支払サイトマスタ,RsvDateTime1,TIMESTAMP,--,--,
パートナー別支払サイトマスタ,AddOperator_Cd,NVARCHAR2,20,○,
パートナー別支払サイトマスタ,AddDateTime,TIMESTAMP,6,○,
パートナー別支払サイトマスタ,AddProc_Cd,NVARCHAR2,40,--,
パートナー別支払サイトマスタ,UpdOperator_Cd,NVARCHAR2,20,○,
パートナー別支払サイトマスタ,UpdDateTime,TIMESTAMP,6,○,
パートナー別支払サイトマスタ,UpdProc_Cd,NVARCHAR2,40,--,
仕入伝票猶予日マスタ,User_Cd,NVARCHAR2,5,○,◯
仕入伝票猶予日マスタ,PayPartner_Cd,NVARCHAR2,6,○,◯
仕入伝票猶予日マスタ,DelimitDay,NVARCHAR2,2,○,◯
仕入伝票猶予日マスタ,ValidFlag,NVARCHAR2,1,○,
仕入伝票猶予日マスタ,DelayDays,NUMBER,2,○,
仕入伝票猶予日マスタ,RsvChar1,NVARCHAR2,10,--,
仕入伝票猶予日マスタ,RsvChar2,NVARCHAR2,10,--,
仕入伝票猶予日マスタ,RsvChar3,NVARCHAR2,10,--,
仕入伝票猶予日マスタ,RsvChar4,NVARCHAR2,10,--,
仕入伝票猶予日マスタ,RsvNum1,NUMBER,10,--,
仕入伝票猶予日マスタ,RsvNum2,NUMBER,10,--,
仕入伝票猶予日マスタ,RsvNum3,NUMBER,10,--,
仕入伝票猶予日マスタ,RsvNum4,NUMBER,10,--,
仕入伝票猶予日マスタ,RsvDate1,DATE,--,--,
仕入伝票猶予日マスタ,RsvDateTime1,TIMESTAMP,--,--,
仕入伝票猶予日マスタ,AddOperator_Cd,NVARCHAR2,20,○,
仕入伝票猶予日マスタ,AddDateTime,TIMESTAMP,6,○,
仕入伝票猶予日マスタ,AddProc_Cd,NVARCHAR2,40,--,
仕入伝票猶予日マスタ,UpdOperator_Cd,NVARCHAR2,20,○,
仕入伝票猶予日マスタ,UpdDateTime,TIMESTAMP,6,○,
仕入伝票猶予日マスタ,UpdProc_Cd,NVARCHAR2,40,--,
代表パートナーマスタ,User_Cd,NVARCHAR2,5,○,◯
代表パートナーマスタ,ParentPartner_Cd,NVARCHAR2,6,○,◯
代表パートナーマスタ,ValidFlag,NVARCHAR2,1,○,
代表パートナーマスタ,HomepageUrl,NVARCHAR2,100,--,
代表パートナーマスタ,Representative,NVARCHAR2,40,--,
代表パートナーマスタ,CapitalAmount,NVARCHAR2,20,--,
代表パートナーマスタ,FoundDate,DATE,--,--,
代表パートナーマスタ,PostNo,NVARCHAR2,10,--,
代表パートナーマスタ,TelNo,NVARCHAR2,20,--,
代表パートナーマスタ,FaxNo,NVARCHAR2,20,--,
代表パートナーマスタ,Address1,NVARCHAR2,80,--,
代表パートナーマスタ,Address2,NVARCHAR2,80,--,
代表パートナーマスタ,AAddress1,NVARCHAR2,40,--,
代表パートナーマスタ,AAddress2,NVARCHAR2,40,--,
代表パートナーマスタ,MailAddress1,NVARCHAR2,256,--,
代表パートナーマスタ,MailAddress2,NVARCHAR2,256,--,
代表パートナーマスタ,Operator1,NVARCHAR2,40,--,
代表パートナーマスタ,Operator2,NVARCHAR2,40,--,
代表パートナーマスタ,MainNotes,NVARCHAR2,300,--,
代表パートナーマスタ,RsvChar1,NVARCHAR2,10,--,
代表パートナーマスタ,RsvChar2,NVARCHAR2,10,--,
代表パートナーマスタ,RsvChar3,NVARCHAR2,10,--,
代表パートナーマスタ,RsvChar4,NVARCHAR2,10,--,
代表パートナーマスタ,RsvNum1,NUMBER,10,--,
代表パートナーマスタ,RsvNum2,NUMBER,10,--,
代表パートナーマスタ,RsvNum3,NUMBER,10,--,
代表パートナーマスタ,RsvNum4,NUMBER,10,--,
代表パートナーマスタ,RsvDate1,DATE,--,--,
代表パートナーマスタ,RsvDateTime1,TIMESTAMP,--,--,
代表パートナーマスタ,AddOperator_Cd,NVARCHAR2,20,○,
代表パートナーマスタ,AddDateTime,TIMESTAMP,6,○,
代表パートナーマスタ,AddProc_Cd,NVARCHAR2,40,--,
代表パートナーマスタ,UpdOperator_Cd,NVARCHAR2,20,○,
代表パートナーマスタ,UpdDateTime,TIMESTAMP,6,○,
代表パートナーマスタ,UpdProc_Cd,NVARCHAR2,40,--,
代表パートナー支店マスタ,User_Cd,NVARCHAR2,5,○,◯
代表パートナー支店マスタ,ParentPartner_Cd,NVARCHAR2,6,○,◯
代表パートナー支店マスタ,Branch_Cd,NVARCHAR2,3,○,◯
代表パートナー支店マスタ,ValidFlag,NVARCHAR2,1,○,
代表パートナー支店マスタ,BranchType,NVARCHAR2,1,○,
代表パートナー支店マスタ,Name,NVARCHAR2,80,○,
代表パートナー支店マスタ,PostNo,NVARCHAR2,10,--,
代表パートナー支店マスタ,TelNo,NVARCHAR2,20,--,
代表パートナー支店マスタ,FaxNo,NVARCHAR2,20,--,
代表パートナー支店マスタ,Address1,NVARCHAR2,80,--,
代表パートナー支店マスタ,Address2,NVARCHAR2,80,--,
代表パートナー支店マスタ,AAddress1,NVARCHAR2,40,--,
代表パートナー支店マスタ,AAddress2,NVARCHAR2,40,--,
代表パートナー支店マスタ,MailAddress1,NVARCHAR2,256,--,
代表パートナー支店マスタ,MailAddress2,NVARCHAR2,256,--,
代表パートナー支店マスタ,Operator1,NVARCHAR2,40,--,
代表パートナー支店マスタ,Operator2,NVARCHAR2,40,--,
代表パートナー支店マスタ,OrderFaxNo,NVARCHAR2,20,--,
代表パートナー支店マスタ,EmergencyTelNo,NVARCHAR2,20,--,
代表パートナー支店マスタ,EmergencyOperator,NVARCHAR2,80,--,
代表パートナー支店マスタ,Notes,NVARCHAR2,300,--,
代表パートナー支店マスタ,RsvChar1,NVARCHAR2,10,--,
代表パートナー支店マスタ,RsvChar2,NVARCHAR2,10,--,
代表パートナー支店マスタ,RsvChar3,NVARCHAR2,10,--,
代表パートナー支店マスタ,RsvChar4,NVARCHAR2,10,--,
代表パートナー支店マスタ,RsvNum1,NUMBER,10,--,
代表パートナー支店マスタ,RsvNum2,NUMBER,10,--,
代表パートナー支店マスタ,RsvNum3,NUMBER,10,--,
代表パートナー支店マスタ,RsvNum4,NUMBER,10,--,
代表パートナー支店マスタ,RsvDate1,DATE,--,--,
代表パートナー支店マスタ,RsvDateTime1,TIMESTAMP,--,--,
代表パートナー支店マスタ,AddOperator_Cd,NVARCHAR2,20,○,
代表パートナー支店マスタ,AddDateTime,TIMESTAMP,6,○,
代表パートナー支店マスタ,AddProc_Cd,NVARCHAR2,40,--,
代表パートナー支店マスタ,UpdOperator_Cd,NVARCHAR2,20,○,
代表パートナー支店マスタ,UpdDateTime,TIMESTAMP,6,○,
代表パートナー支店マスタ,UpdProc_Cd,NVARCHAR2,40,--,
パートナー別制限部署マスタ,User_Cd,NVARCHAR2,5,○,○
パートナー別制限部署マスタ,Partner_Cd,NVARCHAR2,6,○,○
パートナー別制限部署マスタ,BelongingSection_Cd,NVARCHAR2,10,○,○
パートナー別制限部署マスタ,ValidFlag,NVARCHAR2,1,○,
パートナー別制限部署マスタ,RsvChar1,NVARCHAR2,10,--,
パートナー別制限部署マスタ,RsvChar2,NVARCHAR2,10,--,
パートナー別制限部署マスタ,RsvChar3,NVARCHAR2,10,--,
パートナー別制限部署マスタ,RsvChar4,NVARCHAR2,10,--,
パートナー別制限部署マスタ,RsvNum1,NUMBER,10,--,
パートナー別制限部署マスタ,RsvNum2,NUMBER,10,--,
パートナー別制限部署マスタ,RsvNum3,NUMBER,10,--,
パートナー別制限部署マスタ,RsvNum4,NUMBER,10,--,
パートナー別制限部署マスタ,RsvDate1,DATE,--,--,
パートナー別制限部署マスタ,RsvDateTime1,TIMESTAMP,--,--,
パートナー別制限部署マスタ,AddOperator_Cd,NVARCHAR2,20,○,
パートナー別制限部署マスタ,AddDateTime,TIMESTAMP,6,○,
パートナー別制限部署マスタ,AddProc_Cd,NVARCHAR2,40,--,
パートナー別制限部署マスタ,UpdOperator_Cd,NVARCHAR2,20,○,
パートナー別制限部署マスタ,UpdDateTime,TIMESTAMP,6,○,
パートナー別制限部署マスタ,UpdProc_Cd,NVARCHAR2,40,--,
パートナー別制限分類マスタ,User_Cd,NVARCHAR2,5,○,○
パートナー別制限分類マスタ,Partner_Cd,NVARCHAR2,6,○,○
パートナー別制限分類マスタ,ItemAttributeType,NVARCHAR2,3,○,○
パートナー別制限分類マスタ,Class3_Cd,NVARCHAR2,5,○,○
パートナー別制限分類マスタ,ValidFlag,NVARCHAR2,1,○,
パートナー別制限分類マスタ,RsvChar1,NVARCHAR2,10,--,
パートナー別制限分類マスタ,RsvChar2,NVARCHAR2,10,--,
パートナー別制限分類マスタ,RsvChar3,NVARCHAR2,10,--,
パートナー別制限分類マスタ,RsvChar4,NVARCHAR2,10,--,
パートナー別制限分類マスタ,RsvNum1,NUMBER,10,--,
パートナー別制限分類マスタ,RsvNum2,NUMBER,10,--,
パートナー別制限分類マスタ,RsvNum3,NUMBER,10,--,
パートナー別制限分類マスタ,RsvNum4,NUMBER,10,--,
パートナー別制限分類マスタ,RsvDate1,DATE,--,--,
パートナー別制限分類マスタ,RsvDateTime1,TIMESTAMP,--,--,
パートナー別制限分類マスタ,AddOperator_Cd,NVARCHAR2,20,○,
パートナー別制限分類マスタ,AddDateTime,TIMESTAMP,6,○,
パートナー別制限分類マスタ,AddProc_Cd,NVARCHAR2,40,--,
パートナー別制限分類マスタ,UpdOperator_Cd,NVARCHAR2,20,○,
パートナー別制限分類マスタ,UpdDateTime,TIMESTAMP,6,○,
パートナー別制限分類マスタ,UpdProc_Cd,NVARCHAR2,40,--,
銀行マスタ,User_Cd,NVARCHAR2,5,○,○
銀行マスタ,Bank_Cd,NVARCHAR2,4,○,○
銀行マスタ,ValidFlag,NVARCHAR2,1,○,
銀行マスタ,Name,NVARCHAR2,80,○,
銀行マスタ,AName,NVARCHAR2,40,○,
銀行マスタ,RsvChar1,NVARCHAR2,10,--,
銀行マスタ,RsvChar2,NVARCHAR2,10,--,
銀行マスタ,RsvChar3,NVARCHAR2,10,--,
銀行マスタ,RsvChar4,NVARCHAR2,10,--,
銀行マスタ,RsvNum1,NUMBER,10,--,
銀行マスタ,RsvNum2,NUMBER,10,--,
銀行マスタ,RsvNum3,NUMBER,10,--,
銀行マスタ,RsvNum4,NUMBER,10,--,
銀行マスタ,RsvDate1,DATE,--,--,
銀行マスタ,RsvDateTime1,TIMESTAMP,6,--,
銀行マスタ,AddOperator_Cd,NVARCHAR2,20,○,
銀行マスタ,AddDateTime,TIMESTAMP,6,○,
銀行マスタ,AddProc_Cd,NVARCHAR2,40,--,
銀行マスタ,UpdOperator_Cd,NVARCHAR2,20,○,
銀行マスタ,UpdDateTime,TIMESTAMP,6,○,
銀行マスタ,UpdProc_Cd,NVARCHAR2,40,--,
銀行支店マスタ,User_Cd,NVARCHAR2,5,○,○
銀行支店マスタ,Bank_Cd,NVARCHAR2,4,○,○
銀行支店マスタ,Branch_Cd,NVARCHAR2,3,○,○
銀行支店マスタ,ValidFlag,NVARCHAR2,1,○,
銀行支店マスタ,Name,NVARCHAR2,80,○,
銀行支店マスタ,AName,NVARCHAR2,40,○,
銀行支店マスタ,RsvChar1,NVARCHAR2,10,--,
銀行支店マスタ,RsvChar2,NVARCHAR2,10,--,
銀行支店マスタ,RsvChar3,NVARCHAR2,10,--,
銀行支店マスタ,RsvChar4,NVARCHAR2,10,--,
銀行支店マスタ,RsvNum1,NUMBER,10,--,
銀行支店マスタ,RsvNum2,NUMBER,10,--,
銀行支店マスタ,RsvNum3,NUMBER,10,--,
銀行支店マスタ,RsvNum4,NUMBER,10,--,
銀行支店マスタ,RsvDate1,DATE,--,--,
銀行支店マスタ,RsvDateTime1,TIMESTAMP,6,--,
銀行支店マスタ,AddOperator_Cd,NVARCHAR2,20,○,
銀行支店マスタ,AddDateTime,TIMESTAMP,6,○,
銀行支店マスタ,AddProc_Cd,NVARCHAR2,40,--,
銀行支店マスタ,UpdOperator_Cd,NVARCHAR2,20,○,
銀行支店マスタ,UpdDateTime,TIMESTAMP,6,○,
銀行支店マスタ,UpdProc_Cd,NVARCHAR2,40,--,
取引先別リードタイム管理,User_Cd,NVARCHAR2,5,○,○
取引先別リードタイム管理,DeliveryNo,NUMBER,2,○,○
取引先別リードタイム管理,Partner_Cd,NVARCHAR2,6,○,○
取引先別リードタイム管理,Class_Cd,NVARCHAR2,5,○,○
取引先別リードタイム管理,Store_Cd,NVARCHAR2,5,○,○
取引先別リードタイム管理,ValidFlag,NVARCHAR2,1,○,
取引先別リードタイム管理,BaseDateType,NVARCHAR2,1,○,
取引先別リードタイム管理,LeadTime,NUMBER,2,○,
取引先別リードタイム管理,RsvChar1,NVARCHAR2,10,--,
取引先別リードタイム管理,RsvChar2,NVARCHAR2,10,--,
取引先別リードタイム管理,RsvChar3,NVARCHAR2,10,--,
取引先別リードタイム管理,RsvChar4,NVARCHAR2,10,--,
取引先別リードタイム管理,RsvNum1,NUMBER,10,--,
取引先別リードタイム管理,RsvNum2,NUMBER,10,--,
取引先別リードタイム管理,RsvNum3,NUMBER,10,--,
取引先別リードタイム管理,RsvNum4,NUMBER,10,--,
取引先別リードタイム管理,RsvDate1,DATE,--,--,
取引先別リードタイム管理,RsvDateTime1,TIMESTAMP,6,--,
取引先別リードタイム管理,AddOperator_Cd,NVARCHAR2,20,○,
取引先別リードタイム管理,AddDateTime,TIMESTAMP,6,○,
取引先別リードタイム管理,AddProc_Cd,NVARCHAR2,40,--,
取引先別リードタイム管理,UpdOperator_Cd,NVARCHAR2,20,○,
取引先別リードタイム管理,UpdDateTime,TIMESTAMP,6,○,
取引先別リードタイム管理,UpdProc_Cd,NVARCHAR2,40,--,
店舗別パートナー口座情報マスタ,User_Cd,NVARCHAR2,5,○,○
店舗別パートナー口座情報マスタ,PayPartner_Cd,NVARCHAR2,6,○,○
店舗別パートナー口座情報マスタ,Store_Cd,NVARCHAR2,5,○,○
店舗別パートナー口座情報マスタ,ValidFlag,NVARCHAR2,1,○,
店舗別パートナー口座情報マスタ,BankTransferType,NVARCHAR2,1,○,
店舗別パートナー口座情報マスタ,Bank_Cd,NVARCHAR2,4,○,
店舗別パートナー口座情報マスタ,Branch_Cd,NVARCHAR2,3,○,
店舗別パートナー口座情報マスタ,BankAccountType,NVARCHAR2,1,--,
店舗別パートナー口座情報マスタ,BankAccountNo,NVARCHAR2,7,--,
店舗別パートナー口座情報マスタ,BankAccountName,NVARCHAR2,30,--,
店舗別パートナー口座情報マスタ,RsvChar1,NVARCHAR2,10,--,
店舗別パートナー口座情報マスタ,RsvChar2,NVARCHAR2,10,--,
店舗別パートナー口座情報マスタ,RsvChar3,NVARCHAR2,10,--,
店舗別パートナー口座情報マスタ,RsvChar4,NVARCHAR2,10,--,
店舗別パートナー口座情報マスタ,RsvNum1,NUMBER,10,--,
店舗別パートナー口座情報マスタ,RsvNum2,NUMBER,10,--,
店舗別パートナー口座情報マスタ,RsvNum3,NUMBER,10,--,
店舗別パートナー口座情報マスタ,RsvNum4,NUMBER,10,--,
店舗別パートナー口座情報マスタ,RsvDate1,DATE,--,--,
店舗別パートナー口座情報マスタ,RsvDateTime1,TIMESTAMP,--,--,
店舗別パートナー口座情報マスタ,AddOperator_Cd,NVARCHAR2,20,○,
店舗別パートナー口座情報マスタ,AddDateTime,TIMESTAMP,6,○,
店舗別パートナー口座情報マスタ,AddProc_Cd,NVARCHAR2,40,--,
店舗別パートナー口座情報マスタ,UpdOperator_Cd,NVARCHAR2,20,○,
店舗別パートナー口座情報マスタ,UpdDateTime,TIMESTAMP,6,○,
店舗別パートナー口座情報マスタ,UpdProc_Cd,NVARCHAR2,40,--,
店舗別パートナー支店マスタ,User_Cd,NVARCHAR2,5,○,○
店舗別パートナー支店マスタ,Partner_Cd,NVARCHAR2,6,○,○
店舗別パートナー支店マスタ,Store_Cd,NVARCHAR2,5,○,○
店舗別パートナー支店マスタ,Branch_Cd,NVARCHAR2,1,○,○
