テーブル名,項目名(物理名),データ型,桁,必須,PK
自動発注用店舗商品マスタ,MaxHoldItemQty,NUMBER,6,○,
自動発注用店舗商品マスタ,MinHoldItemQty,NUMBER,6,○,
自動発注用店舗商品マスタ,MaxHoldItemQtyUpdDate,DATE,--,○,
自動発注用店舗商品マスタ,AddOperator_Cd,NVARCHAR2,20,○,
自動発注用店舗商品マスタ,RsvChar2,NVARCHAR2,10,--,
自動発注用店舗商品マスタログ,User_Cd,NVARCHAR2,5,○,○
自動発注用店舗商品マスタログ,LogDateTime,TIMESTAMP,6,○,○
自動発注用店舗商品マスタログ,LogOperator_Cd,NVARCHAR2,20,○,○
自動発注用店舗商品マスタログ,LogType,NVARCHAR2,1,○,○
自動発注用店舗商品マスタログ,Store_Cd,NVARCHAR2,5,○,○
自動発注用店舗商品マスタログ,Sku_Cd,NVARCHAR2,13,○,○
自動発注用店舗商品マスタログ,ValidFlag,NVARCHAR2,1,○,
自動発注用店舗商品マスタログ,AutoOrderType,NVARCHAR2,1,○,
自動発注用店舗商品マスタログ,MaxHoldItemQty,NUMBER,6,○,
自動発注用店舗商品マスタログ,MinHoldItemQty,NUMBER,6,○,
自動発注用店舗商品マスタログ,MaxHoldItemQtyUpdDate,DATE,--,○,
自動発注用店舗商品マスタログ,AddOperator_Cd,NVARCHAR2,20,○,
自動発注用店舗商品マスタログ,AddDateTime,TIMESTAMP,6,○,
自動発注用店舗商品マスタログ,AddProc_Cd,NVARCHAR2,40,--,
自動発注用店舗商品マスタログ,UpdOperator_Cd,NVARCHAR2,20,○,
自動発注用店舗商品マスタログ,UpdDateTime,TIMESTAMP,6,○,
自動発注用店舗商品マスタログ,UpdProc_Cd,NVARCHAR2,40,--,
自動発注用店舗商品マスタログ,PosDataMakeDate,TIMESTAMP,6,--,
商品ケースセットマスタ,User_Cd,NVARCHAR2,5,○,○
商品ケースセットマスタ,CaseSetType,NVARCHAR2,1,○,○
商品ケースセットマスタ,CaseSet_Cd,NVARCHAR2,13,○,○
商品ケースセットマスタ,"SingleSku_Cd",NVARCHAR2,13,○,○
商品ケースセットマスタ,ValidFlag,NVARCHAR2,1,○,
商品ケースセットマスタ,SetQty,NUMBER,4,○,
商品ケースセットマスタ,SetStartDate,DATE,--,--,
商品ケースセットマスタ,SetEndDate,DATE,--,--,
商品ケースセットマスタ,Notes,NVARCHAR2,400,--,
商品ケースセットマスタ,RsvChar1,NVARCHAR2,10,--,
棚ラベルデータ,User_Cd,NVARCHAR2,5,○,○
棚ラベルデータ,HTReqNo,NUMBER,10,○,○
棚ラベルデータ,HTReqDateTime,TIMESTAMP,6,○,○
棚ラベルデータ,HTReqDataSeqNo,NUMBER,14,○,○
棚ラベルデータ,HTReqType,NVARCHAR2,1,○,
棚ラベルデータ,Store_Cd,NVARCHAR2,5,○,
棚ラベルデータ,Operator_Cd,NVARCHAR2,10,○,
棚ラベルデータ,HTAddDateTime,TIMESTAMP,6,○,
棚ラベルデータ,HTSeqNo,NUMBER,10,○,
棚ラベルデータ,HTTerminal_Cd,NVARCHAR2,10,--,
棚ラベルデータ,Sku_Cd,NVARCHAR2,13,○,
棚ラベルデータ,RackNo,NUMBER,6,○,
棚ラベルデータ,ShelfNo,NUMBER,3,○,
棚ラベルデータ,ColumnNo,NUMBER,4,○,
棚ラベルデータ,TagType,NVARCHAR2,1,○,
棚ラベルデータ,Bitnk1,NUMBER,11.2,○,
棚ラベルデータ,Bitnk2,NUMBER,11.2,○,
棚ラベルデータ,InputPasteDate,DATE,--,○,
棚ラベルデータ,PasteDate,DATE,--,○,
棚ラベルデータ,UpdType,NVARCHAR2,1,○,
棚ラベルデータ,LabelName1,NVARCHAR2,50,○,
棚ラベルデータ,LabelName2,NVARCHAR2,50,--,
棚ラベルデータ,LabelName3,NVARCHAR2,50,--,
棚ラベルデータ,OrderPoint,NUMBER,4,○,
棚ラベルデータ,MinimumStock,NUMBER,6,○,
棚ラベルデータ,MaximumStock,NUMBER,6,○,
棚ラベルデータ,WeekSalesQty,NUMBER,7.2,○,
棚ラベルデータ,PerformType,NVARCHAR2,1,○,
棚ラベルデータ,DataType,NVARCHAR2,2,○,
棚ラベルデータ,DataMakeDateTime,TIMESTAMP,6,○,
棚ラベルデータ,ErrorType,NVARCHAR2,1,○,
棚ラベルデータ,PrintDate,TIMESTAMP,6,○,
棚ラベルデータ,AddOperator_Cd,NVARCHAR2,20,○,
棚ラベルデータ,AddDateTime,TIMESTAMP,6,○,
棚ラベルデータ,AddProc_Cd,NVARCHAR2,40,--,
棚ラベルデータ,UpdOperator_Cd,NVARCHAR2,20,○,
棚ラベルデータ,UpdDateTime,TIMESTAMP,6,○,
棚ラベルデータ,UpdProc_Cd,NVARCHAR2,40,--,
棚ラベル要求エラー,User_Cd,NVARCHAR2,5,○,○
棚ラベル要求エラー,HTReqNo,NUMBER,10,○,○
棚ラベル要求エラー,HTReqDateTime,TIMESTAMP,6,○,○
棚ラベル要求エラー,HTReqDataSeqNo,NUMBER,14,○,○
棚ラベル要求エラー,LineNo,NUMBER,5,○,○
棚ラベル要求エラー,Func_Cd,NVARCHAR2,20,○,
棚ラベル要求エラー,Error_Cd,NVARCHAR2,5,○,
棚ラベル要求エラー,FuncOtherAuth,VARCHAR,10,○,
棚ラベル要求エラー,AddOperator_Cd,NVARCHAR2,20,○,
棚ラベル要求エラー,AddDateTime,TIMESTAMP,6,○,
棚ラベル要求エラー,AddProc_Cd,NVARCHAR2,40,--,
棚ラベル要求エラー,UpdOperator_Cd,NVARCHAR2,20,○,
棚ラベル要求エラー,UpdDateTime,TIMESTAMP,6,○,
棚ラベル要求エラー,UpdProc_Cd,NVARCHAR2,40,--,
棚ラベル要求データ,User_Cd,NVARCHAR2,5,○,○
棚ラベル要求データ,HTReqNo,NUMBER,10,○,○
棚ラベル要求データ,HTReqDateTime,TIMESTAMP,6,○,○
棚ラベル要求データ,HTReqDataSeqNo,NUMBER,14,○,○
棚ラベル要求データ,HTReqType,NVARCHAR2,1,○,
棚ラベル要求データ,Store_Cd,NVARCHAR2,5,○,
棚ラベル要求データ,Operator_Cd,NVARCHAR2,10,○,
棚ラベル要求データ,HTAddDateTime,TIMESTAMP,6,○,
棚ラベル要求データ,HTSeqNo,NUMBER,10,○,
棚ラベル要求データ,HTTerminal_Cd,NVARCHAR2,10,--,
棚ラベル要求データ,Sku_Cd,NVARCHAR2,13,○,
棚ラベル要求データ,RackNo,NUMBER,6,○,
棚ラベル要求データ,ShelfNo,NUMBER,3,○,
棚ラベル要求データ,ColumnNo,NUMBER,4,○,
棚ラベル要求データ,PrintQty,NUMBER,3,○,
棚ラベル要求データ,TagType,NVARCHAR2,1,○,
棚ラベル要求データ,Bitnk1,NUMBER,11.2,○,
棚ラベル要求データ,Bitnk2,NUMBER,11.2,○,
棚ラベル要求データ,InputPasteDate,DATE,--,○,
棚ラベル要求データ,DataType,NVARCHAR2,2,○,
店舗商品マスタログ,User_Cd,NVARCHAR2,5,○,○
店舗商品マスタログ,LogDateTime,TIMESTAMP,6,○,○
店舗商品マスタログ,LogOperator_Cd,NVARCHAR2,20,○,○
店舗商品マスタログ,LogType,NVARCHAR2,1,○,○
店舗商品マスタログ,Sku_Cd,NVARCHAR2,13,○,○
店舗商品マスタログ,Store_Cd,NVARCHAR2,5,○,○
店舗商品マスタログ,ValidFlag,NVARCHAR2,1,○,
店舗商品マスタログ,EOSFlag,NVARCHAR2,1,○,
店舗商品マスタログ,Partner_Cd,NVARCHAR2,6,○,
店舗商品マスタログ,TenantType,NVARCHAR2,1,○,
店舗商品マスタログ,LotQty,NUMBER,4,○,
店舗商品マスタログ,Unit,NVARCHAR2,2,○,
店舗商品マスタログ,MaxOrderQty,NUMBER,4,○,
店舗商品マスタログ,StoreOrderStopType,NVARCHAR2,1,○,
店舗商品マスタログ,StoreOrderStopTypeDate,DATE,--,○,
店舗商品マスタログ,GntnkType,NVARCHAR2,1,○,
店舗商品マスタログ,OrderGntnk1,NUMBER,11.2,○,
店舗商品マスタログ,OrderGntnk2,NUMBER,11.2,○,
店舗商品マスタログ,ConsignItemType,NVARCHAR2,1,○,
店舗商品マスタログ,LogisticsCenterType,NVARCHAR2,1,○,
店舗商品マスタログ,PartnerStockPD,NVARCHAR2,6,○,
店舗商品マスタログ,DeliveryRoute,NVARCHAR2,2,○,
店舗商品マスタログ,StoreMaintenanceType,NVARCHAR2,1,○,
店舗商品マスタログ,POSFlag,NVARCHAR2,1,○,
店舗商品マスタログ,POSGntnk1,NUMBER,11.2,○,
店舗商品マスタログ,POSGntnk2,NUMBER,11.2,○,
店舗商品マスタログ,Bitnk1,NUMBER,11.2,○,
店舗商品マスタログ,Bitnk2,NUMBER,11.2,○,
店舗商品マスタログ,TagType,NVARCHAR2,1,○,
店舗商品マスタログ,JanForcedInputType,NVARCHAR2,1,○,
店舗商品マスタログ,UnitPriceFlag,NVARCHAR2,1,○,
店舗商品マスタログ,UnitPriceCapacity,NUMBER,9.2,○,
店舗商品マスタログ,UnitPriceUnit_Cd,NVARCHAR2,2,○,
店舗商品マスタログ,AddOperator_Cd,NVARCHAR2,20,○,
店舗商品マスタログ,AddDateTime,TIMESTAMP,6,○,
店舗商品マスタログ,AddProc_Cd,NVARCHAR2,40,--,
店舗商品マスタログ,UpdOperator_Cd,NVARCHAR2,20,○,
店舗商品マスタログ,UpdDateTime,TIMESTAMP,6,○,
店舗商品マスタログ,UpdProc_Cd,NVARCHAR2,40,--,
店舗商品マスタログ,PosDataMakeDate,TIMESTAMP,6,--,
店舗商品世代マスタ,User_Cd,NVARCHAR2,5,○,○
店舗商品世代マスタ,"ApplyEndDate",DATE,--,○,○
店舗商品世代マスタ,Sku_Cd,NVARCHAR2,13,○,○
店舗商品世代マスタ,Store_Cd,NVARCHAR2,5,○,○
店舗商品世代マスタ,GntnkType,NVARCHAR2,1,○,
店舗商品世代マスタ,OrderGntnk1,NUMBER,11.2,○,
店舗商品世代マスタ,OrderGntnk2,NUMBER,11.2,○,
店舗商品世代マスタ,POSGntnk1,NUMBER,11.2,○,
店舗商品世代マスタ,POSGntnk2,NUMBER,11.2,○,
店舗商品世代マスタ,Bitnk1,NUMBER,11.2,○,
店舗商品世代マスタ,Bitnk2,NUMBER,11.2,○,
店舗商品世代マスタ,AddOperator_Cd,NVARCHAR2,20,○,
店舗商品世代マスタ,AddDateTime,TIMESTAMP,6,○,
店舗商品世代マスタ,AddProc_Cd,NVARCHAR2,40,--,
店舗商品世代マスタ,UpdOperator_Cd,NVARCHAR2,20,○,
店舗商品世代マスタ,UpdDateTime,TIMESTAMP,6,○,
店舗商品世代マスタ,UpdProc_Cd,NVARCHAR2,40,--,
店舗商品複写条件マスタ,User_Cd,NVARCHAR2,5,○,○
店舗商品複写条件マスタ,SequenceNo,NUMBER,10,○,○
店舗商品複写条件マスタ,CopyDate,DATE,--,○,
店舗商品複写条件マスタ,CopyType,NVARCHAR2,1,○,
店舗商品複写条件マスタ,OriginalStore_Cd,NVARCHAR2,5,○,
店舗商品複写条件マスタ,CopyStore_Cd,NVARCHAR2,5,○,
店舗商品複写条件マスタ,InventoryDate,DATE,--,--,
店舗商品複写条件マスタ,SalesDate,DATE,--,--,
店舗商品複写条件マスタ,PurchaseDate,DATE,--,--,
店舗商品複写条件マスタ,MoveDate,DATE,--,--,
店舗商品複写条件マスタ,AddDate,DATE,--,--,
店舗商品複写条件マスタ,UpdateDate,DATE,--,--,
店舗商品複写条件マスタ,Partner_Cd,NVARCHAR2,6,○,
店舗商品複写条件マスタ,UpdType,NVARCHAR2,1,○,
店舗商品複写条件マスタ,CopyClassType,NVARCHAR2,1,○,
店舗商品複写条件マスタ,MustCopyType1,NVARCHAR2,1,○,
店舗商品複写条件マスタ,MustCopyType2,NVARCHAR2,1,○,
店舗商品複写条件マスタ,MustCopyType3,NVARCHAR2,1,○,
店舗商品複写条件マスタ,MustCopyType4,NVARCHAR2,1,○,
店舗商品複写条件マスタ,MustCopyType5,NVARCHAR2,1,○,
店舗商品複写条件マスタ,NoCopyType1,NVARCHAR2,1,○,
店舗商品複写条件マスタ,NoCopyType2,NVARCHAR2,1,○,
店舗商品複写条件マスタ,NoCopyType3,NVARCHAR2,1,○,
店舗商品複写条件マスタ,NoCopyType4,NVARCHAR2,1,○,
店舗商品複写条件マスタ,NoCopyType5,NVARCHAR2,1,○,
店舗商品複写条件マスタ,ResultStatus,NVARCHAR2,10,--,
店舗商品複写条件マスタ,StartDatetime,TIMESTAMP,--,--,
店舗商品複写条件マスタ,EndDatetime,TIMESTAMP,--,--,
店舗商品複写条件マスタ,Server_Cd,NVARCHAR2,10,--,
店舗商品複写条件マスタ,BatchQueueKey,NUMBER,15,--,
店舗商品複写条件マスタ,CopyCount,NUMBER,10,--,
商品一括削除除外商品データ,User_Cd,NVARCHAR2,5,○,○
商品一括削除除外商品データ,SequenceNo,NUMBER,10,○,○
商品一括削除除外商品データ,Sku_Cd,NVARCHAR2,13,○,○
商品一括削除除外商品データ,FixFlag,NVARCHAR2,1,○,
商品一括削除除外商品データ,AddOperator_Cd,NVARCHAR2,20,○,
商品一括削除除外商品データ,AddDateTime,TIMESTAMP,6,○,
商品一括削除除外商品データ,AddProc_Cd,NVARCHAR2,40,--,
商品一括削除除外商品データ,UpdOperator_Cd,NVARCHAR2,20,○,
商品一括削除除外商品データ,UpdDateTime,TIMESTAMP,6,○,
商品一括削除除外商品データ,UpdProc_Cd,NVARCHAR2,40,--,
商品一括削除除外分類データ,User_Cd,NVARCHAR2,5,○,○
商品一括削除除外分類データ,SequenceNo,NUMBER,10,○,○
商品一括削除除外分類データ,ItemAttributeType,NVARCHAR2,3,○,○
商品一括削除除外分類データ,ClassType,NVARCHAR2,1,○,○
商品一括削除除外分類データ,Class_Cd,NVARCHAR2,10,○,○
商品一括削除除外分類データ,AddOperator_Cd,NVARCHAR2,20,○,
商品一括削除除外分類データ,AddDateTime,TIMESTAMP,6,○,
商品一括削除除外分類データ,AddProc_Cd,NVARCHAR2,40,--,
商品一括削除除外分類データ,UpdOperator_Cd,NVARCHAR2,20,○,
商品一括削除除外分類データ,UpdDateTime,TIMESTAMP,6,○,
商品一括削除除外分類データ,UpdProc_Cd,NVARCHAR2,40,--,
商品一括削除条件マスタ,User_Cd,NVARCHAR2,5,○,○
商品一括削除条件マスタ,SequenceNo,NUMBER,10,○,○
商品一括削除条件マスタ,PickupDate,DATE,--,○,
商品一括削除条件マスタ,InventoryDate,DATE,--,--,
商品一括削除条件マスタ,SalesDate,DATE,--,--,
商品一括削除条件マスタ,PurchaseDate,DATE,--,--,
商品一括削除条件マスタ,MoveDate,DATE,--,--,
商品一括削除条件マスタ,AddDate,DATE,--,--,
商品一括削除条件マスタ,UpdateDate,DATE,--,--,
商品一括削除条件マスタ,PlanDate,DATE,--,--,
商品一括削除条件マスタ,ItemAttributeType,NVARCHAR2,3,--,
商品一括削除条件マスタ,StartClass2_Cd,NVARCHAR2,5,--,
商品一括削除条件マスタ,EndClass2_Cd,NVARCHAR2,5,--,
商品一括削除条件マスタ,DelType1,NVARCHAR2,1,○,
商品一括削除条件マスタ,DelType2,NVARCHAR2,1,○,
商品一括削除条件マスタ,DelType3,NVARCHAR2,1,○,
商品一括削除条件マスタ,DelType4,NVARCHAR2,1,○,
商品一括削除条件マスタ,DelType5,NVARCHAR2,1,○,
商品一括削除条件マスタ,DelExceptType1,NVARCHAR2,1,○,
商品一括削除条件マスタ,DelExceptType2,NVARCHAR2,1,○,
商品一括削除条件マスタ,DelExceptType3,NVARCHAR2,1,○,
商品一括削除条件マスタ,DelExceptType4,NVARCHAR2,1,○,
商品一括削除条件マスタ,DelExceptType5,NVARCHAR2,1,○,
商品一括削除条件マスタ,DelStartDate,DATE,--,○,
商品一括削除条件マスタ,DelEndDate,DATE,--,○,
商品一括削除条件マスタ,MonDayFlag,NVARCHAR2,1,○,
商品一括削除条件マスタ,TuesDayFlag,NVARCHAR2,1,○,
商品一括削除条件マスタ,WednesDayFlag,NVARCHAR2,1,○,
商品一括削除条件マスタ,ThursDayFlag,NVARCHAR2,1,○,
商品一括削除条件マスタ,FriDayFlag,NVARCHAR2,1,○,
商品一括削除条件マスタ,SaturDayFlag,NVARCHAR2,1,○,
商品一括削除条件マスタ,SunDayFlag,NVARCHAR2,1,○,
商品一括削除条件マスタ,AutoFixFlag,NVARCHAR2,1,○,
商品一括削除条件マスタ,POSSendStartTime,NVARCHAR2,5,○,
商品一括削除条件マスタ,POSSendEndTime,NVARCHAR2,5,○,
商品一括削除条件マスタ,DaiyMaxSendCnt,NUMBER,7,○,
商品一括削除条件マスタ,OnceMaxSendCnt,NUMBER,7,○,
商品一括削除条件マスタ,Step,NVARCHAR2,1,○,
商品一括削除条件マスタ,DeleteStatus,NVARCHAR2,1,○,
商品一括削除条件マスタ,ResultStatus,NVARCHAR2,10,--,
商品一括削除条件マスタ,StartDatetime,TIMESTAMP,--,--,
商品一括削除条件マスタ,EndDatetime,TIMESTAMP,--,--,
商品一括削除条件マスタ,Server_Cd,NVARCHAR2,10,--,
商品一括削除条件マスタ,BatchQueueKey,NUMBER,15,--,
商品一括削除条件マスタ,AddOperator_Cd,NVARCHAR2,20,○,
商品一括削除条件マスタ,AddDateTime,TIMESTAMP,6,○,
商品一括削除条件マスタ,AddProc_Cd,NVARCHAR2,40,--,
商品一括削除条件マスタ,UpdOperator_Cd,NVARCHAR2,20,○,
商品一括削除条件マスタ,UpdDateTime,TIMESTAMP,6,○,
商品一括削除条件マスタ,UpdProc_Cd,NVARCHAR2,40,--,
商品一括削除選択店舗商品データ,User_Cd,NVARCHAR2,5,○,○
商品一括削除選択店舗商品データ,SequenceNo,NUMBER,10,○,○
商品一括削除選択店舗商品データ,Store_Cd,NVARCHAR2,5,○,○
商品一括削除選択店舗商品データ,Sku_Cd,NVARCHAR2,13,○,○
商品一括削除選択店舗商品データ,FixFlag,NVARCHAR2,1,○,
商品一括削除選択店舗商品データ,RsvChar1,NVARCHAR2,10,--,
商品一括削除選択店舗商品データ,RsvChar2,NVARCHAR2,10,--,
商品一括削除選択店舗商品データ,RsvChar3,NVARCHAR2,10,--,
商品一括削除選択店舗商品データ,RsvChar4,NVARCHAR2,10,--,
商品一括削除選択店舗商品データ,RsvNum1,NUMBER,10,--,
商品一括削除選択店舗商品データ,RsvNum2,NUMBER,10,--,
商品一括削除選択店舗商品データ,RsvNum3,NUMBER,10,--,
商品一括削除選択店舗商品データ,RsvNum4,NUMBER,10,--,
商品一括削除選択店舗商品データ,RsvDate1,DATE,--,--,
商品一括削除選択店舗商品データ,RsvDateTime1,TIMESTAMP,--,--,
商品一括削除選択店舗商品データ,AddOperator_Cd,NVARCHAR2,20,○,
商品一括削除選択店舗商品データ,AddDateTime,TIMESTAMP,6,○,
商品一括削除選択店舗商品データ,AddProc_Cd,NVARCHAR2,40,--,
商品一括削除選択店舗商品データ,UpdOperator_Cd,NVARCHAR2,20,○,
商品一括削除選択店舗商品データ,UpdDateTime,TIMESTAMP,6,○,
商品一括削除選択店舗商品データ,UpdProc_Cd,NVARCHAR2,40,--,
商品一括削除対象店舗商品データ,User_Cd,NVARCHAR2,5,○,○
商品一括削除対象店舗商品データ,SequenceNo,NUMBER,10,○,○
商品一括削除対象店舗商品データ,Sku_Cd,NVARCHAR2,13,○,○
商品一括削除対象店舗商品データ,Store_Cd,NVARCHAR2,5,○,○
商品一括削除対象店舗商品データ,FixFlag,NVARCHAR2,1,○,
商品一括削除対象店舗商品データ,DeleteFlag,NVARCHAR2,1,○,
商品一括削除対象店舗商品データ,AddOperator_Cd,NVARCHAR2,20,○,
商品一括削除対象店舗商品データ,AddDateTime,TIMESTAMP,6,○,
商品一括削除対象店舗商品データ,AddProc_Cd,NVARCHAR2,40,--,
商品一括削除対象店舗商品データ,UpdOperator_Cd,NVARCHAR2,20,○,
商品一括削除対象店舗商品データ,UpdDateTime,TIMESTAMP,6,○,
商品一括削除対象店舗商品データ,UpdProc_Cd,NVARCHAR2,40,--,
商品部門一括変更条件管理,User_Cd,NVARCHAR2,5,○,○
商品部門一括変更条件管理,ApplyDate,DATE,0,○,○
商品部門一括変更条件管理,MonDayFlag,NVARCHAR2,1,○,
商品部門一括変更条件管理,TuesDayFlag,NVARCHAR2,1,○,
商品部門一括変更条件管理,WednesDayFlag,NVARCHAR2,1,○,
商品部門一括変更条件管理,ThursDayFlag,NVARCHAR2,1,○,
商品部門一括変更条件管理,FriDayFlag,NVARCHAR2,1,○,
商品部門一括変更条件管理,SaturDayFlag,NVARCHAR2,1,○,
商品部門一括変更条件管理,SunDayFlag,NVARCHAR2,1,○,
商品部門一括変更条件管理,POSSendStartDate,DATE,0,--,
商品部門一括変更条件管理,POSSendEndDate,DATE,0,--,
商品部門一括変更条件管理,POSSendStartTime,NVARCHAR2,5,--,
商品部門一括変更条件管理,POSSendEndTime,NVARCHAR2,5,--,
商品部門一括変更条件管理,HourMaxSendCnt,NUMBER,7,--,
商品部門一括変更条件管理,DayMaxSendCnt,NUMBER,7,--,
商品部門一括変更条件管理,ReserveDataMakeFlag,NVARCHAR2,1,○,
部門一括変更条件マスタ,USER_CD,NVARCHAR2,5,○,○
部門一括変更条件マスタ,SEQUENCENO,NUMBER,10,○,○
部門一括変更条件マスタ,CLASSCHANGEDATE,DATE,0,○,
部門一括変更条件マスタ,ITEMATTRIBUTETYPE,NVARCHAR2,3,○,
部門一括変更条件マスタ,CLASS3_CD,NVARCHAR2,5,○,
部門一括変更条件マスタ,CLASS4_CD,NVARCHAR2,5,--,
部門一括変更条件マスタ,CLASS5_CD,NVARCHAR2,5,--,
部門一括変更条件マスタ,MONDAYFLAG,NVARCHAR2,1,○,
部門一括変更条件マスタ,TUESDAYFLAG,NVARCHAR2,1,○,
部門一括変更条件マスタ,WEDNESDAYFLAG,NVARCHAR2,1,○,
部門一括変更条件マスタ,THURSDAYFLAG,NVARCHAR2,1,○,
部門一括変更条件マスタ,FRIDAYFLAG,NVARCHAR2,1,○,
部門一括変更条件マスタ,SATURDAYFLAG,NVARCHAR2,1,○,
部門一括変更条件マスタ,SUNDAYFLAG,NVARCHAR2,1,○,
部門一括変更条件マスタ,UPDSTARTDATE,DATE,0,--,
部門一括変更条件マスタ,UPDENDDATE,DATE,0,--,
部門一括変更条件マスタ,POSSENDSTARTTIME,NVARCHAR2,5,--,
部門一括変更条件マスタ,POSSENDENDTIME,NVARCHAR2,5,--,
部門一括変更条件マスタ,DAIYMAXSENDCNT,NUMBER,7,--,
部門一括変更条件マスタ,ONCEMAXSENDCNT,NUMBER,7,--,
部門一括変更条件マスタ,STEP,NVARCHAR2,1,○,
部門一括変更条件マスタ,CLASSCHANGESTATUS,NVARCHAR2,1,○,
部門一括変更条件マスタ,RESULTSTATUS,NVARCHAR2,10,--,
部門一括変更条件マスタ,STARTDATETIME,TIMESTAMP,6,--,
部門一括変更条件マスタ,ENDDATETIME,TIMESTAMP,6,--,
部門一括変更条件マスタ,SERVER_CD,NVARCHAR2,10,--,
部門一括変更条件マスタ,BATCHQUEUEKEY,NUMBER,15,--,
部門一括変更条件マスタ,ADDOPERATOR_CD,NVARCHAR2,20,○,
部門一括変更条件マスタ,ADDDATETIME,TIMESTAMP,6,○,
部門一括変更条件マスタ,ADDPROC_CD,NVARCHAR2,40,--,
部門一括変更条件マスタ,UPDOPERATOR_CD,NVARCHAR2,20,○,
部門一括変更条件マスタ,UPDDATETIME,TIMESTAMP,6,○,
部門一括変更条件マスタ,UPDPROC_CD,NVARCHAR2,40,--,
部門一括変更対象分類,USER_CD,NVARCHAR2,5,○,○
部門一括変更対象分類,SEQUENCENO,NUMBER,10,○,○
部門一括変更対象分類,ITEMATTRIBUTETYPE,NVARCHAR2,3,○,○
部門一括変更対象分類,OLDCLASS3_CD,NVARCHAR2,5,○,○
部門一括変更対象分類,OLDCLASS4_CD,NVARCHAR2,5,○,○
部門一括変更対象分類,OLDCLASS5_CD,NVARCHAR2,5,○,○
部門一括変更対象分類,NEWCLASS3_CD,NVARCHAR2,5,--,○
部門一括変更対象分類,NEWCLASS4_CD,NVARCHAR2,5,--,○
部門一括変更対象分類,NEWCLASS5_CD,NVARCHAR2,5,--,○
部門一括変更対象分類,UPDATEFLAG,NVARCHAR2,1,○,
部門一括変更対象分類,ADDOPERATOR_CD,NVARCHAR2,20,○,
部門一括変更対象分類,ADDDATETIME,TIMESTAMP,6,○,
部門一括変更対象分類,ADDPROC_CD,NVARCHAR2,40,--,
部門一括変更対象分類,UPDOPERATOR_CD,NVARCHAR2,20,○,
部門一括変更対象分類,UPDDATETIME,TIMESTAMP,6,○,
部門一括変更対象分類,UPDPROC_CD,NVARCHAR2,40,--,
部門変更データ,User_Cd,NVARCHAR2,5,○,○
部門変更データ,ApplyDate,DATE,0,○,○
部門変更データ,Sku_Cd,NVARCHAR2,13,○,○
部門変更データ,ItemAttributeType,NVARCHAR2,3,○,○
部門変更データ,Class3_Cd,NVARCHAR2,5,○,
部門変更データ,Class4_Cd,NVARCHAR2,5,○,
部門変更データ,Class5_Cd,NVARCHAR2,5,○,
部門変更データ,OldClass3_Cd,NVARCHAR2,5,○,
部門変更データ,OldClass4_Cd,NVARCHAR2,5,○,
部門変更データ,OldClass5_Cd,NVARCHAR2,5,○,
部門変更データ,ImportFlag,NVARCHAR2,1,○,
部門変更データ,POSSendSchDate,DATE,0,○,
部門変更データ,POSSendSchTime,NVARCHAR2,5,○,
部門変更データ,POSSendDateTime,TIMESTAMP,6,○,
部門変更データ,AddOperator_Cd,NVARCHAR2,20,○,
部門変更データ,AddDateTime,TIMESTAMP,6,○,
部門変更データ,AddProc_Cd,NVARCHAR2,40,--,
部門変更データ,UpdOperator_Cd,NVARCHAR2,20,○,
部門変更データ,UpdDateTime,TIMESTAMP,6,○,
部門変更データ,UpdProc_Cd,NVARCHAR2,40,--,
分類商品マスタ,User_Cd,NVARCHAR2,5,○,○
分類商品マスタ,Sku_Cd,NVARCHAR2,13,○,○
分類商品マスタ,ItemAttributeType,NVARCHAR2,3,○,○
分類商品マスタ,ValidFlag,NVARCHAR2,1,○,
分類商品マスタ,Class3_Cd,NVARCHAR2,5,○,
分類商品マスタ,Class4_Cd,NVARCHAR2,5,○,
分類商品マスタ,Class5_Cd,NVARCHAR2,5,○,
週間発注マスタ,User_Cd,NVARCHAR2,5,○,○
週間発注マスタ,ValidFlag,NVARCHAR2,1,○,
週間発注マスタ,Store_Cd,NVARCHAR2,5,○,○
週間発注マスタ,Sku_Cd,NVARCHAR2,13,○,○
週間発注マスタ,StoreRevisionFlag,NVARCHAR2,1,○,
週間発注マスタ,MonDayQty1,NUMBER,7.1,○,
週間発注マスタ,MonDayQty2,NUMBER,7.1,○,
週間発注マスタ,TuesDayQty1,NUMBER,7.1,○,
週間発注マスタ,TuesDayQty2,NUMBER,7.1,○,
週間発注マスタ,WednesDayQty1,NUMBER,7.1,○,
週間発注マスタ,WednesDayQty2,NUMBER,7.1,○,
週間発注マスタ,ThuesDayQty1,NUMBER,7.1,○,
週間発注マスタ,ThuesDayQty2,NUMBER,7.1,○,
週間発注マスタ,FriDayQty1,NUMBER,7.1,○,
週間発注マスタ,FriDayQty2,NUMBER,7.1,○,
週間発注マスタ,SaturDayQty1,NUMBER,7.1,○,
週間発注マスタ,SaturDayQty2,NUMBER,7.1,○,
週間発注マスタ,SunDayQty1,NUMBER,7.1,○,
週間発注マスタ,SunDayQty2,NUMBER,7.1,○,
週間発注マスタ,InputType,NVARCHAR2,1,○,
週間発注マスタ,AddOperator_Cd,NVARCHAR2,20,○,
週間発注マスタ,AddDateTime,TIMESTAMP,6,○,
週間発注マスタ,AddProc_Cd,NVARCHAR2,40,--,
週間発注マスタ,UpdOperator_Cd,NVARCHAR2,20,○,
